mean_ZCR,SD_ZCR,mean_short_term_energy,SD_short_term_energy,mean_short_term_energy_entropy,SD_short_term_energy_entropy,mean_spectral_centroid,SD_spectral_centroid,mean_spectral_spread,SD_spectral_spread,mean_spectral_entropy,SD_spectral_entropy,mean_spectral_flux,SD_spectral_flux,mean_spectral_roll_off,SD_spectral_roll_off,mean_MFCC_1,SD_MFCC_1,mean_MFCC_2,SD_MFCC_2,mean_MFCC_3,SD_MFCC_3,mean_MFCC_4,SD_MFCC_4,mean_MFCC_5,SD_MFCC_5,mean_MFCC_6,SD_MFCC_6,mean_MFCC_7,SD_MFCC_7,mean_MFCC_8,SD_MFCC_8,mean_MFCC_9,SD_MFCC_9,mean_MFCC_10,SD_MFCC_10,mean_MFCC_11,SD_MFCC_11,mean_MFCC_12,SD_MFCC_12,mean_MFCC_13,SD_MFCC_13,mean_Chroma_1,SD_Chroma_1,mean_Chroma_2,SD_Chroma_2,mean_Chroma_3,SD_Chroma_3,mean_Chroma_4,SD_Chroma_4,mean_Chroma_5,SD_Chroma_5,mean_Chroma_6,SD_Chroma_6,mean_Chroma_7,SD_Chroma_7,mean_Chroma_8,SD_Chroma_8,mean_Chroma_9,SD_Chroma_9,mean_Chroma_10,SD_Chroma_10,mean_Chroma_11,SD_Chroma_11,mean_Chroma_12,SD_Chroma_12,mean_Chroma_Deviation,SD_Chroma_Deviation,label
0.1291586571778076,0.006722552899462572,0.08651769781813198,0.060630059341861844,2.8839818415577505,0.34735652033004416,0.18704079270347929,0.014329883807178149,0.14659303946367802,0.025297601772212703,0.6180484314635666,0.21356301923527052,0.007370994789023461,0.0048525849079251405,0.18227272727272728,0.01362878577324086,-26.534924347552796,1.3798801520637032,-2.21010147715987,0.5725035765071408,0.4900205347262689,0.2980144554891671,0.24220477647248206,0.2891651981220389,0.03298172689231291,0.3022358957005571,-0.5678435673448325,0.15665561561900698,0.5187905887355696,0.09006569957842786,0.04850974476924592,0.25762795602530636,-0.5584294389564295,0.3750994787295209,0.5904666154303182,0.3312524843669789,-0.31800113080912407,0.19212136993709647,0.05329343266188044,0.11157595354525096,-0.14255393167929206,0.08018865437986838,0.0005057700603341303,0.00047493626339359596,0.0031762351234179862,0.0033671114355041045,0.0010519178732075502,0.000501800248356756,0.0003464789363477445,0.0002891676270326463,0.0009653970113408189,0.0010196104799281157,0.0036391973264148147,0.0035959404476515926,0.004376755410198581,0.002902735539669783,0.02506073333606568,0.01858739369390557,0.0032377432928216215,0.003943135442302218,0.0016126433554441274,0.002890601148103077,0.002229822445764536,0.004175438843836042,0.0006645123233694188,0.0007207350963686789,0.00745529695856323,0.00442693422025011,BWS
0.13897491161279357,0.01811057398738888,0.046797667342513366,0.050052915954691725,3.003661306706905,0.2511531962039382,0.198718180911418,0.023606802104190992,0.17847895790547463,0.022075807128298208,1.277542285502432,0.20980598015061322,0.007166164529615489,0.007739327599286732,0.19958041958041958,0.04311550356609368,-27.27559262709172,1.5892266334934602,-2.2730729062282022,0.45285848873491497,0.007579790410782443,0.3712676533015065,0.47286458013679294,0.27355842452147466,-0.013162553013909818,0.3555960036000517,-0.1502821465285082,0.26004938340703176,-0.31243644516151947,0.24828862182037692,0.3195735204960529,0.2323037794586682,0.19734980479542275,0.2221054974394706,-0.590734946347415,0.3748152709049032,0.2813776230873976,0.25277472534867734,0.04410870737698955,0.15003123463781506,-0.1309748400210247,0.16635826231138076,0.0012598174493858875,0.0007237881076169005,0.019385328551815066,0.019184226269377224,0.009634815320601795,0.00927285527812911,0.003548367433418186,0.003426347812868386,0.0014905416616793849,0.0013371506668724258,0.001133644080811431,0.0006791825505365406,0.00290369182575421,0.0038939125553782475,0.0009516231463261231,0.000733291757849527,0.00986789683510602,0.010517737781625321,0.004603664280287166,0.005651067313822082,0.0006362289858757684,0.0007991225339481818,0.00029254032412023015,0.00018950432743709407,0.00785918699804114,0.00429804424799753,BWS
0.16578005567369372,0.006553393520666459,0.08545060742982595,0.020749576527871547,2.9873884671506694,0.370433907961001,0.21975249328244706,0.018647689856288115,0.13245457040956507,0.012267760245498726,0.766318495868766,0.24327611024680434,0.010566082798712871,0.011467742996517838,0.2181818181818182,0.020538212722098815,-29.11359371195158,1.544712497718541,-2.1216824128390033,0.38833922846419644,1.0385374483775374,0.25629085396300244,-0.6432973734493341,0.28690079492894976,0.4677649328958853,0.30448625989479255,-0.3683681010363507,0.15926945356789896,0.08312265715077266,0.2568598246501452,0.22501316005802602,0.3498373795933626,-0.37883807342493714,0.2821818142290773,0.24477352418256007,0.33187962737019694,-0.24408877494747555,0.16223253795013037,0.2157358846800764,0.18962530961940532,-0.22204770964179973,0.2805678025680252,0.005867965262324951,0.009792184079714815,0.011618184287879143,0.010420687102410245,0.00029195632512301934,0.00024368157214467933,8.810347518804011e-05,2.9595867167756717e-05,0.00011081712921081552,6.0714948945477734e-05,0.0009665256806404019,0.0012022643343536654,0.01299322173096788,0.010851426676173755,0.015870700128838566,0.022824090164185715,0.00023179304949539148,8.001518224580826e-05,0.0013325983299698743,0.0014027650849494273,0.0010374320048539853,0.0009287403250422562,0.00010212803346354294,4.9562394290637315e-05,0.008904070799518805,0.004553197098252134,BWS
0.11594281761467984,0.0009211612722595835,0.1564404684478179,0.09313266202534824,2.4664428623599033,0.6490057474844321,0.1657093851171313,0.01476449978891114,0.14542121590913715,0.023017712132463234,0.32217388877533526,0.1319317788060216,0.01673137936788147,0.021185496924422915,0.1258181818181818,0.016237900772193527,-26.359260041436766,0.9377209352075413,-2.561597763558434,0.8101191649204774,0.642344097376489,0.1488446042689116,0.1742877981661102,0.27780240269788203,-0.09592828150998088,0.2073888755899363,-0.2939812404043423,0.12911647827092063,0.22748390845880007,0.14804918425829347,0.20928421660985777,0.42409704330536296,-0.6019423847539135,0.5702056282846657,0.538694759874231,0.40262369372951184,-0.26599243955780766,0.16788988248004924,-0.06797306158973762,0.1262665418600925,-0.12936558410968907,0.18781213733926924,0.00046293487591331304,0.0006873882266866372,0.0030438097428135452,0.0013041607286747375,0.00038270209009167404,0.000302666076376855,0.00027366842537267656,0.00018770057792841068,0.00020916528706720197,2.8894607159183507e-05,0.0019308357083946538,0.0011801379769951403,0.010244272023824852,0.012905008254465063,0.001922534616451024,0.001479782511604031,0.0006056603510656664,0.000322814754366568,0.0009650730814977276,0.0015784530102588977,0.001184255625702959,0.0018804110130821396,0.003453444672551406,0.006730045862316269,0.0038335888091486094,0.0030736439048174476,BWS
0.1214219525755699,0.004167999764559779,0.13134255056417504,0.06912147312979276,2.6198221975623737,0.5490807757664821,0.16080130919308083,0.013845599782070386,0.132576184077746,0.02097924015886827,0.42158300161820844,0.17573369423943966,0.012745207022805339,0.01309747016938313,0.13090909090909092,0.013009850050907873,-25.76046868940029,0.8772270297138198,-2.5300999625997376,0.31453256029172455,0.6946652634911655,0.32289935072011,0.22540228207667878,0.16475366023134544,-0.13628709121766577,0.12625292698988208,-0.29226411719383205,0.11561682215503986,0.3261198598638894,0.1288527234719221,0.04753392071817379,0.29342432567887244,-0.4076519458902217,0.33726064625803137,0.4481838128104837,0.2150892579834865,-0.24450655052915068,0.1653526195592501,0.055883316396185864,0.1825710855744921,-0.15321498935946135,0.24885695085128137,0.0006971011753807204,0.0010914725160240414,0.001229769265165919,0.0009111017445719334,0.0004472375530515725,0.0003060416321042745,0.0001434848221705118,2.680865720134413e-05,0.0016507409777908762,0.0009517345592867781,0.002196553939827295,0.002123210690238464,0.0020779142387308985,0.0012468630047888475,0.061059060905962206,0.04254464340033706,0.0012904772784705812,0.0010732254244972576,0.0016806601030657745,0.0007911758917576496,0.011739370867947645,0.022722372315880975,0.0003922990579369269,0.0004641427877431957,0.01970409428260366,0.008621708146890715,BWS
0.126857074301669,0.004977495124093528,0.12654978482433957,0.07192691521590351,2.6632988735667404,0.4971685830222998,0.18158605625217641,0.016048193481808814,0.15255433929040385,0.02423197569691711,0.3235246663367623,0.04167376521890178,0.009141750941206436,0.010140982087637744,0.17636363636363636,0.004599676596608549,-27.0874698732534,0.9878513291222191,-3.0667715271124867,0.5825392711131822,0.7651773449501722,0.1815013604725169,0.2099598310732084,0.1304909085807475,-0.015043328514092052,0.15157736451412782,-0.4805880029946902,0.12534115169574833,0.46068926502738455,0.2582018048056645,0.1802960549277821,0.2568038740789597,-0.5133267054691111,0.2478344589453383,0.4074708392781088,0.07868953252200875,-0.20691649585124305,0.08816871368078809,0.1332763218476073,0.15568599857168267,-0.385512427177748,0.13155912230589564,0.00016938339042467387,6.28650964817837e-05,0.0006104638535550157,0.00029543951791912354,0.000522631469113378,0.0002881515183197897,0.00046828559424474947,0.00033146164120043505,0.00039987891180858057,0.00026258273245950307,0.002800479133082804,0.0013767147854284359,0.0015212164836517026,0.0006591536965599077,0.027826232846667652,0.026298454714526423,0.003659898459820366,0.004809431174177583,0.002310188678788773,0.0014853104374309715,0.0005614381121636551,0.0003733131406790565,0.00022596196374313507,0.00022990953453173044,0.008102863574655289,0.006754309054421504,BWS
0.12313741992929672,0.0005133601902816633,0.17147581568970144,0.09193449133765592,2.667812562224552,0.577549343515065,0.18122489009679535,0.018809058839898495,0.1593635390031517,0.026933138524725352,0.41306595493284626,0.16636121405174895,0.013971256106047611,0.01489378947050266,0.1418181818181818,0.031026514920293156,-26.68985576539193,1.1414146450487874,-3.2635345514439016,1.348423361373416,0.4131082032337966,0.17090177292580894,0.3392626306857925,0.26467657172359643,0.0187622357891954,0.09205312352795006,-0.4052044472849303,0.15985374612180833,0.5526720434240557,0.224187621960365,0.0006779627737687255,0.34585346395402233,-0.3328817718016928,0.34779668285907217,0.3468364274811034,0.3394297685441095,-0.13116648595925182,0.2517746051376048,0.14862921010331878,0.2264736808856135,-0.31658403958144216,0.2873747259070762,0.0003185528053808017,0.0002465846748133089,0.00037202328715521977,0.0003786508101333627,0.0003692110884847404,0.00021900303446953896,0.0001559077254532772,8.345761664252216e-05,0.000665958681809328,0.00033544534392902884,0.0016690449755755311,0.0014945635328075997,0.0022554125202439977,0.0014931268260583944,0.014366399569107288,0.017310617675160348,0.0009246097056200343,0.0004065299423710954,0.0022129648357186427,0.001351961517274638,0.003161754726252225,0.004483548936549743,0.0008330702855846072,0.0014953365459680857,0.0046558646421526245,0.004267124293740137,BWS
0.12236339547543418,0.002013490364462949,0.11221622437436303,0.07550473818931122,2.713574772927354,0.40664368487752744,0.1801312625939154,0.01597789953136893,0.15609200473779447,0.02501418552444979,0.3712264315013874,0.12370526633185407,0.009630170208660258,0.007191970480793222,0.16757575757575757,0.015190858011508228,-27.562582049040184,1.740611240559981,-3.2053558207414157,0.8248996491718644,0.6591408099940246,0.38639847071335953,0.4303364439041863,0.32816693141969183,-0.12508740258267828,0.27311548282112097,-0.6725325984189251,0.19115568344342482,0.6078622933930985,0.13355213557935117,0.09470524072667352,0.13568153784593281,-0.6759063886413615,0.101994178127064,0.6071919769556813,0.19945108147538,-0.3328473474060739,0.1770099389022516,0.18893742228165197,0.213473234841052,-0.22212571171160186,0.12386381704809583,0.0006042874871899071,0.0010644341618192981,0.00039754932957863784,0.0002995541575034796,0.0015672118629365718,0.0014932657881217516,0.00021453630369264927,0.0002153360013023395,0.0003172232016552551,0.0002574014985820393,0.00229158871514953,0.0015931032165799827,0.0028655293057694726,0.0020997750220109234,0.042120856023056825,0.044675477210631025,0.010463163836042485,0.018662158277529033,0.0011156106372772086,0.0006084039982406813,0.0006971648186802358,0.0006563936316250538,0.00048536713724076476,0.0006112963505258853,0.013794420566235262,0.011235237901748612,BWS
0.1218303909989226,0.0009384970866924443,0.13003237850260793,0.07359781231786611,2.590601409994264,0.49873994465030214,0.18239691213689474,0.014930003845228652,0.15150545218047154,0.02896899272436443,0.38064772421469495,0.26305029397573637,0.014581244714797709,0.017764276120979902,0.15672727272727272,0.03569197886601275,-26.68625308239511,0.6693251149196253,-2.5296595787225353,0.6696077956458045,0.604130581263891,0.17526921233911164,0.20809974384374597,0.08684618199976171,-0.11293339787768834,0.10876606436854779,-0.3598514826260988,0.16270026177246524,0.3813719824430645,0.1389752063358307,-0.0047390668951704405,0.2541249648967546,-0.38950779252668316,0.3606576668395369,0.459357498264485,0.3013787955692267,-0.36489795662391933,0.21419736722599467,0.2174121246396282,0.24366521750939552,-0.3177459876254525,0.32115136613693834,0.00022281144188267596,0.00021093405995673911,0.0006226155163795849,0.00039035551153794243,0.00034431735442376813,0.0003021597910521027,0.0003340896914534334,0.00023923682164932373,0.0006390298533147312,0.0005053225947886695,0.0008356490556363534,0.00042283358713601587,0.002115739341336024,0.001279238947036276,0.029445480724836815,0.023127114605904095,0.0015047205543647366,0.0008193504809106286,0.0021015251350118393,0.002082545186931344,0.0002735815027288424,0.00021582590388207406,0.011655113298322544,0.023193246763261455,0.011162125482726066,0.005423360801644678,BWS
0.13022270618595147,0.00946160855569624,0.11057254831750954,0.05761045166015428,2.620938747063892,0.549661068255255,0.16991515990627817,0.012956031253033531,0.12687700476594604,0.019407904732738034,0.5321326086683684,0.36549195410962143,0.010816051085422055,0.013542338667574224,0.18,0.011839142251708875,-26.739522959723594,1.2197667708727047,-2.680749565686977,0.6850891909662086,0.5436710849918157,0.20288756798711843,0.18185148721900385,0.1313600451518763,-0.1544133132867847,0.12293621686276698,-0.37417871984076656,0.11973066325656186,0.5251139490391752,0.2818040783251729,-0.1850341939142829,0.5153176822774279,-0.30530867594017863,0.5071839674668158,0.47360237864000226,0.37688508059265263,-0.3395200027819055,0.17245351632421024,0.11259864833885794,0.06556045607284076,-0.22786228516084278,0.165003610187561,0.0007240190093384389,0.0009632345187042456,0.00534915764300528,0.005944265397934725,0.0005044709704178278,0.0002649411140374854,0.00031786225237818066,0.0002853540634232376,0.006596997515441104,0.01230456042557183,0.001519795356317972,0.001279642574987736,0.0019139767724841912,0.001696294889115126,0.054492403520474776,0.03589573165212075,0.0011822887124920546,0.0009360309308309423,0.001449750972419109,0.0008949426123499144,0.006474504643558976,0.01254715692507893,0.0003186617495417906,0.0003981411360944194,0.01716929345798935,0.0070976139275208275,BWS
