,Cross_val,CSa,EC,CSn,EO,BWS,All,Description
0,0.926292067935,100.0,97.0149253731,48.3333333333,92.0,98.7654320988,90.2010050251,original
1,0.887635191107,96.6101694915,95.5223880597,11.6666666667,90.0,80.2469135802,76.1306532663,10.0
2,0.881001604598,96.6101694915,97.0149253731,11.6666666667,94.0,86.4197530864,79.3969849246,15.0
3,0.892128077109,96.6101694915,98.5074626866,16.6666666667,94.0,83.3333333333,79.1457286432,20.0
4,0.890933138244,96.6101694915,94.0298507463,23.3333333333,92.0,83.3333333333,79.1457286432,25.0
5,0.887310684864,96.6101694915,97.0149253731,16.6666666667,92.0,83.3333333333,78.6432160804,30.0
6,0.878969322816,96.6101694915,97.0149253731,33.3333333333,90.0,87.037037037,82.4120603015,35.0
7,0.874107016249,96.6101694915,100.0,23.3333333333,86.0,85.8024691358,80.4020100503,40.0
8,0.872350112376,98.3050847458,94.0298507463,16.6666666667,92.0,85.1851851852,79.1457286432,45.0
9,0.881879145321,96.6101694915,97.0149253731,21.6666666667,88.0,86.4197530864,80.1507537688,50.0
10,0.890641833854,96.6101694915,95.5223880597,15.0,92.0,85.1851851852,78.8944723618,55.0
11,0.869913569359,96.6101694915,98.5074626866,11.6666666667,90.0,88.8888888889,80.1507537688,60.0
12,0.883456916386,96.6101694915,98.5074626866,16.6666666667,84.0,89.5061728395,80.4020100503,65.0
