,Cross_val,CSa,EC,CSn,EO,BWS,All,Description
0,0.879602961971,95.652173913,100.0,57.1428571429,88.0,90.6432748538,87.1657754011,10linear
1,0.844372556486,91.3043478261,100.0,44.6428571429,86.0,94.7368421053,86.3636363636,10poly
2,0.83861015126,93.4782608696,100.0,41.0714285714,86.0,94.7368421053,86.0962566845,10rbf
3,0.883279044383,100.0,100.0,62.5,88.0,90.0584795322,88.2352941176,15linear
4,0.782254253665,91.3043478261,100.0,5.35714285714,88.0,98.2456140351,82.3529411765,15poly
5,0.844793519787,95.652173913,100.0,23.2142857143,88.0,94.1520467836,83.6898395722,15rbf
6,0.890571181362,100.0,100.0,42.8571428571,88.0,81.8713450292,81.550802139,20linear
7,0.859338158754,97.8260869565,100.0,25.0,86.0,86.5497076023,80.4812834225,20poly
8,0.853248870305,97.8260869565,100.0,25.0,86.0,81.2865497076,78.0748663102,20rbf
9,0.889663022852,100.0,100.0,53.5714285714,88.0,83.0409356725,83.6898395722,25linear
10,0.836558088331,97.8260869565,100.0,21.4285714286,86.0,88.8888888889,81.0160427807,25poly
11,0.849595045652,97.8260869565,100.0,32.1428571429,86.0,85.9649122807,81.2834224599,25rbf
12,0.892101182496,100.0,100.0,50.0,88.0,87.134502924,85.0267379679,30linear
13,0.817132603332,97.8260869565,100.0,14.2857142857,88.0,89.4736842105,80.4812834225,30poly
14,0.848689611124,97.8260869565,100.0,28.5714285714,88.0,85.9649122807,81.0160427807,30rbf
15,0.900885477252,100.0,100.0,57.1428571429,88.0,90.0584795322,87.4331550802,35linear
16,0.926885581006,100.0,96.0784313725,85.7142857143,88.0,91.2280701754,91.7112299465,35poly
17,0.859626642519,100.0,100.0,25.0,86.0,88.8888888889,81.8181818182,35rbf
18,0.898463998277,100.0,100.0,58.9285714286,88.0,89.4736842105,87.4331550802,40linear
19,0.923568833272,100.0,98.0392156863,87.5,88.0,90.6432748538,91.9786096257,40poly
20,0.855375928847,100.0,100.0,32.1428571429,86.0,90.0584795322,83.422459893,40rbf
21,0.898762417487,100.0,100.0,60.7142857143,88.0,90.0584795322,87.9679144385,45linear
22,0.925691954766,100.0,98.0392156863,85.7142857143,88.0,91.2280701754,91.9786096257,45poly
23,0.851119593155,100.0,100.0,32.1428571429,86.0,90.0584795322,83.422459893,45rbf
24,0.898766113081,100.0,100.0,58.9285714286,88.0,90.0584795322,87.7005347594,50linear
25,0.929334816302,100.0,98.0392156863,89.2857142857,88.0,91.8128654971,92.7807486631,50poly
26,0.848990984434,100.0,100.0,32.1428571429,86.0,88.8888888889,82.8877005348,50rbf
27,0.899370342688,100.0,100.0,58.9285714286,88.0,90.0584795322,87.7005347594,55linear
28,0.928441395237,100.0,98.0392156863,89.2857142857,88.0,92.3976608187,93.0481283422,55poly
29,0.844717125586,100.0,100.0,30.3571428571,86.0,88.8888888889,82.6203208556,55rbf
30,0.899370342688,100.0,100.0,58.9285714286,88.0,90.0584795322,87.7005347594,60linear
31,0.925719570626,100.0,98.0392156863,87.5,88.0,92.9824561404,93.0481283422,60poly
32,0.841377311203,100.0,100.0,30.3571428571,86.0,88.8888888889,82.6203208556,60rbf
33,0.899372179252,100.0,100.0,58.9285714286,88.0,90.0584795322,87.7005347594,65linear
34,0.925409137953,100.0,98.0392156863,87.5,88.0,94.1520467836,93.5828877005,65poly
35,0.83742961655,100.0,100.0,30.3571428571,86.0,89.4736842105,82.8877005348,65rbf
