min,max
0.11828935395814377,0.10828025477707007,0.15214934064603536,0.027458900769593102,3.0550523310708244,2.1801150505164015,0.20528091683248506,0.1259408549100521,0.2021520384546595,0.10907060151479923,0.9712655081981996,0.8651586369257854,0.07726351771713917,0.0,0.14363636363636365,0.12181818181818181,-25.234410819696407,-28.09316059505602,-1.7814072641696006,-4.561077336678267,0.5389368363234841,0.13081830661949256,0.8843148155991177,0.19767498547986717,-0.16186943644554833,-0.5646146603959357,-0.22105981046927195,-0.35490224147970456,0.7545207812399652,0.35104598841612855,0.06593484240748211,-0.8784475946270974,0.6011477706689458,-0.7221380909041496,0.9062467244520982,-0.19618649758292522,-0.20295269507869615,-0.8852127561191355,0.20581395008710796,0.06110589053266577,0.15115965988027255,-0.26341120642503085,0.000387845384404137,1.5424338479554037e-05,0.0007460265397720713,2.37343735796314e-05,0.00035802303197858136,5.720108978044756e-05,0.0002860134989054587,5.383462433893332e-05,0.007532548286926889,0.000247796864161502,0.001098167532994936,0.00015272028712533172,0.002543803963610653,0.0002132115290827757,0.08861179726657482,0.00019609109725036235,0.026698446417976647,0.0004024925247776017,0.0027221850749130083,0.00020567138168776862,0.04140458198869984,0.00011971442177702985,0.0027654735348891374,3.738214208500216e-05,0.02451981426319445,0.006084090551266993,CS
