max_ZCR,min_ZCR,max_short_term_energy,min_short_term_energy,max_short_term_energy_entropy,min_short_term_energy_entropy,max_spectral_centroid,min_spectral_centroid,max_spectral_spread,min_spectral_spread,max_spectral_entropy,min_spectral_entropy,max_spectral_flux,min_spectral_flux,max_spectral_roll_off,min_spectral_roll_off,max_MFCC_1,min_MFCC_1,max_MFCC_2,min_MFCC_2,max_MFCC_3,min_MFCC_3,max_MFCC_4,min_MFCC_4,max_MFCC_5,min_MFCC_5,max_MFCC_6,min_MFCC_6,max_MFCC_7,min_MFCC_7,max_MFCC_8,min_MFCC_8,max_MFCC_9,min_MFCC_9,max_MFCC_10,min_MFCC_10,max_MFCC_11,min_MFCC_11,max_MFCC_12,min_MFCC_12,max_MFCC_13,min_MFCC_13,max_Chroma_1,min_Chroma_1,max_Chroma_2,min_Chroma_2,max_Chroma_3,min_Chroma_3,max_Chroma_4,min_Chroma_4,max_Chroma_5,min_Chroma_5,max_Chroma_6,min_Chroma_6,max_Chroma_7,min_Chroma_7,max_Chroma_8,min_Chroma_8,max_Chroma_9,min_Chroma_9,max_Chroma_10,min_Chroma_10,max_Chroma_11,min_Chroma_11,max_Chroma_12,min_Chroma_12,max_Chroma_Deviation,min_Chroma_Deviation,label
0.12287480680061824,0.09827115559599636,0.08863858886244083,9.967450862809233e-05,3.1139593289366565,1.8320113905538722,0.2272611955577175,0.13876979211915547,0.22130571959366785,0.10590557893815167,1.240632595459148,0.2143990235127045,0.015128420969459834,0.0,0.16363636363636364,0.0890909090909091,-25.600197341453452,-35.13940593781247,-1.6942254683601663,-4.724573836921,1.4050066716312404,-0.2530243153622642,0.7557939640413193,-0.3473329772146806,0.02306811512813961,-0.5037870732360795,0.44045049587889673,-0.48632170589741647,0.489354697438006,-0.6646268581405198,0.587270995809884,-0.30448406916527365,0.41398920977482817,-0.6611455051040251,0.5780363737377927,-0.6375671945567057,0.4291114164002009,-0.7236145276627699,0.5844702804442253,-0.5692903648881065,0.5372533816812992,-0.6775445527339544,0.008286641888000792,9.622295348762753e-05,0.013781552725728237,8.847577221136414e-05,0.015274962109009452,0.0005033625874645695,0.008881515201299938,4.152620576328128e-05,0.023215101095076365,0.0002566908357298536,0.016796701390850693,0.0002887838767314301,0.0328920561024637,9.714370849576675e-05,0.01569568345376636,0.0004725711429914824,0.022620664760652918,0.000744128836047058,0.025703234134632665,0.00033245219399626204,0.014890043831394056,8.650724971722334e-05,0.00870645650030193,8.620315466458596e-05,0.008819918599348775,0.0018120410683293393,CSn
0.12211221122112212,0.11464968152866242,0.13811020038216498,0.0012518976079238687,3.1759926489766044,2.076132515046022,0.1987409545555352,0.13102468248446228,0.19264609584575612,0.09295812731375637,0.7626962120487786,0.151545249179198,0.013080620139273065,0.0,0.15272727272727274,0.1290909090909091,-24.597989616584947,-32.116737475932375,-1.9868904204476008,-3.7763473474196667,1.3190392627870624,0.5130308486944347,0.4390001772269453,-0.34552869971017786,0.5118674684958601,0.016048337967559098,-0.01723108165953747,-0.7579832700867494,0.5436769972720044,-0.05071769073763957,0.555669873399789,-0.15411047813739107,-0.1284907387245505,-0.8082740461023346,0.8787397335034414,0.4436049964932983,0.0635282167916689,-0.7421908375488003,0.6098595942444638,-0.15598866353947635,0.5292066664317383,-0.071670926495679,0.0007049639022249153,0.00014214276836531926,0.000666709935800181,3.3825670142933905e-05,0.0014291609279231173,5.093367121915517e-05,0.009595895726479474,0.00013976974526208548,0.013470484871565335,0.00019590387305638395,0.02063927336218817,0.0013870299276409267,0.03924616228247242,4.3578907117235875e-05,0.02490158838819107,0.003503091951007023,0.016299661535694156,0.0015639314805989842,0.02048558495961046,0.0003795186002051498,0.01972321417780788,6.050256270834078e-05,0.017472072236900962,6.329301472155013e-05,0.010757724209348285,0.0042209876958899,CSn
0.11373976342129208,0.09918107370336669,0.10090098802060236,0.0021529393988972212,3.0115443631241035,1.6390643742130133,0.18438677634748188,0.12354032332396628,0.18166792480017963,0.08453445880674325,0.9846727369873391,0.3799183394303752,0.02669573643104864,0.0,0.14,0.12181818181818181,-26.756184129458838,-30.529516179581915,-2.574780728932952,-4.3015765176657546,1.531488079088254,0.3956030733655431,0.33866927979361316,-0.2869011737841961,1.162858769647736,-0.1559668249769537,0.2162316736979398,-0.18507305078209937,0.4646236853371771,-0.6391683945270399,1.0387224321110737,0.13681887452169733,-0.29470820426404903,-1.0212040563600908,0.6717138266499024,-0.3541053523505578,0.5417110460554505,-0.5723602073490626,0.5610280547822999,-0.4154106107733242,0.3574532149653045,-0.364751549360566,0.0009765469627087107,9.484957559732329e-05,0.0013299247152189237,8.280278184803836e-05,0.018975993511445396,0.00012457064755199784,0.01645814174051191,0.00020289229424257338,0.03486198685744852,0.00020657621946148139,0.03779602141677938,0.0005760656389817627,0.0494564395165369,0.0026633515989090448,0.012533428052064437,0.00048814879032128605,0.006698857656513782,0.00034913181264459244,0.00235659711279697,0.00027199812543074616,0.0012519598041371542,0.00012855625943522476,0.00073556758454593,1.0965812241281842e-05,0.013674112966208383,0.004657228636868589,CSn
0.12101910828025478,0.09742519137091162,0.11187914398826217,0.003722869468836977,2.8987928570950565,1.6558230116125399,0.2217852187033398,0.1214543869973925,0.21683568838595926,0.08164162326100237,1.0015863988682792,0.5083001013334313,0.02015483119225131,0.0,0.16545454545454547,0.12363636363636364,-25.134297730967276,-30.823860034681648,-2.4425987937286946,-4.559870838011712,1.4186842709554097,0.7622301413101744,0.46561851893012973,-0.1860326158879624,0.1895820912677639,-0.3217373530967895,0.12980238385693618,-0.4329111016566954,0.7806873109157237,-0.3196017099250419,1.1101369797443057,-0.4768507720374705,0.1773285775831544,-0.9176050546567005,0.6433444760365473,-0.11384887794167156,0.5314533849114425,-0.30197548757652737,0.3528834005258425,-0.5967962154339242,0.30782589142451394,-0.5382261347998445,0.002286464705468769,6.0768079122196294e-05,0.0028244996304377596,0.00011967438332332128,0.018120342642111938,0.0008264915604438037,0.0033928499733940614,0.0004413755198492376,0.016986216257944223,0.00020485135692964392,0.020779171966360754,0.0016870314752272205,0.021008172195449464,0.0006992816005500928,0.049633882975268925,0.0018636545127819321,0.015361627879838476,0.0014548694314754711,0.010143774400908802,0.0006386481198352381,0.006824835788624085,5.629370596006606e-05,0.0009590738174921519,4.050538074247682e-05,0.0131526071568311,0.00498012199899607,CSn
0.10144927536231885,0.08826205641492266,0.07208393757625875,0.00146462773425837,2.8437697635651,1.877158903718224,0.21345943432941564,0.12403268433465103,0.2210852448605451,0.10843680548391438,1.2000784079053088,0.9918595346055923,0.00900252198199637,0.0,0.13818181818181818,0.11818181818181818,-24.48957146790678,-29.24917861300473,-1.203784976742344,-3.653067611473262,0.6093341913930814,-0.7360322428432865,1.132577983764759,0.330314858853494,-0.03376292392692785,-0.7156348877507244,-0.37780605292973013,-0.6203436876258555,0.9127995299119303,-0.026177683583789288,0.5965791331130016,-0.4167722500874352,0.12468957491742429,-0.9458250585100164,0.9295856741468892,0.222471165228776,-0.026706397367811066,-0.4834691473670901,0.34120750890286883,-0.2548807815600961,0.12192282234410882,-0.38640648639223596,0.0012192468130354731,2.1181379116821743e-05,0.0006076967849069851,9.649509612027065e-05,0.001271247896107196,7.339235936424636e-05,0.0058539141735596935,0.0010810297466683162,0.014052883308065332,0.0028417266380866475,0.03415782831745222,0.003926709824900082,0.031349692160056536,0.001434743860435467,0.016932847783433923,0.0009004528763605326,0.010478064146247825,0.004527050943949703,0.019197497671996733,0.0016918062100470814,0.04099812823447022,0.0002478162948088219,0.002849554064055709,0.0005582784689051143,0.011475168990143957,0.00598019164608276,CSn
0.1292083712465878,0.08644222020018198,0.1524629083685197,0.00017052441420970055,3.264151508152243,1.4979715083536032,0.22441936560200385,0.12619947114905933,0.20464765895844272,0.10220997400224803,1.1877834505929943,0.5425901510632085,0.012691478674834868,0.0,0.16363636363636364,0.10545454545454545,-24.727670874616543,-34.17069336399889,-1.9613405472113468,-4.697475676526062,0.8671922693178445,-0.23773583970465084,1.2093885224316951,0.12319545127448812,0.5461878861349345,-0.8931264604404957,0.261651203378691,-1.2759595458167639,1.2379063466424256,0.05237527917356454,0.5188923222925604,-0.6780139882975186,0.40373577072713174,-0.8676210124828589,0.6253693996036275,-0.29412708806266513,0.07380762724979348,-0.6060809257562699,0.4497471414465623,0.00473608220146612,0.08832928340473706,-0.5511037504553797,0.0025994201062945217,0.00010737254982660014,0.0013437063012788368,5.187961248369265e-05,0.0024052371280219474,5.941788666053682e-05,0.004712366963151672,0.0009119165742685822,0.012761339146446381,0.00033476652646051907,0.01745425851815561,0.00016208226647511945,0.009372351416653466,0.0004495610362559093,0.04594541978941273,0.00011382048607925613,0.014668168847116136,0.0005424176620819248,0.023284394163597767,0.0008404020539511803,0.035231213730200585,0.00032164292079609353,0.03854464758569379,0.0003340209561796321,0.01315476937634498,0.0036603915180697688,CSn
0.13118440779610194,0.08462238398544131,0.16127708683050881,0.0003493028753600333,3.2648425146251228,1.96758933739329,0.19168335374390025,0.1367649113356172,0.19040091073098092,0.11181027363281146,1.0653302399013744,0.4897467811711076,0.02678075734327758,0.0,0.17636363636363636,0.10727272727272727,-24.78363152859319,-32.88985233562588,-1.4815126746353475,-4.467017104925155,0.9571193155074799,-0.18860658604504071,0.7580017762140254,-0.4110920985920573,1.008790661260437,-0.8574467986468003,0.39017834548486946,-1.3347918558779506,0.7983761319496855,-0.07224416860856105,0.5453964313974579,-0.6507198102736285,0.472192414026037,-0.7981660013852225,0.7862392963239468,-0.2927817168036306,0.30247228227757517,-0.4965998291656951,0.9807181435354604,-0.11791379110120005,0.2986955573731721,-0.6995605534487148,0.011073127361523508,5.902958225346049e-05,0.007471424986625848,7.515100167942698e-05,0.004372244470692578,6.463846253857202e-05,0.007176271270066296,0.00012803574888528005,0.009708298877425775,0.00018505640040001396,0.01550547778776012,0.00021528486973540546,0.014652597216496569,0.00014452892888871098,0.017648391564979538,0.0006308464220306072,0.025388682293662954,0.00044031588375770714,0.01771184667410047,3.3981441958872784e-05,0.053287635638264386,0.0009670503576896246,0.019212365122860824,0.00016003957026055935,0.014687656075163978,0.003920041846051557,CSn
0.12465878070973613,0.09281164695177434,0.09688789711466465,0.00024240728222271968,2.9779511825530975,1.559960835505785,0.22168025406542496,0.13177902499068805,0.22213042286472198,0.08297486152627015,1.0698449136642325,0.07004191891916234,0.035516754145720586,0.0,0.15272727272727274,0.1290909090909091,-26.52626997610028,-34.48793019631628,-1.8898870318032093,-4.430602956286634,1.2461212598269746,-0.3750954139917954,1.2924971586941725,-0.614988224844535,1.2641466425754324,-0.5954681578401344,-0.1733645095769183,-1.2277337225970837,0.8764345640406831,-0.07831014387224781,0.44461764082480837,-0.6303297254314959,0.4317579171243458,-1.0794980284149338,0.782918070535951,0.08468289928412591,0.1891978958670895,-0.6218708089004693,0.8512388532676587,-0.142344973626711,0.1423500106904916,-0.3732587229576332,0.0006886333988237711,3.333377298527755e-06,0.0010658841995609333,1.6000132486741527e-05,0.0022729302445860956,3.3078393285137324e-05,0.006191351298228636,0.00011830411604916043,0.02791281230215844,4.416529077968656e-05,0.023103394558042143,0.00015704035777534475,0.0055848794111012885,0.00016904852717120872,0.027260858077292265,0.0007015765955149687,0.021222748196137287,0.004274944225132824,0.028992074510093786,0.0014806831126116832,0.03534907683923658,7.366637806677423e-05,0.022527487361828476,7.051046483295018e-06,0.009455740839228927,0.0025790875553221744,CSn
0.11811594202898551,0.11010009099181074,0.10727508387343065,0.0010261825583382192,3.131787235807887,1.682065453703121,0.18442562825914222,0.12995359036820048,0.18464046511768512,0.08975159413986208,1.1604862752587257,0.8626999889535188,0.007760518996283087,0.0,0.16727272727272727,0.13454545454545455,-24.812109498057502,-29.876187194301473,-2.1314107883661784,-4.032648100149819,0.9315761199740601,-0.1325510481395264,0.5301789477024808,0.1864086635239374,0.0008364582622472948,-0.5267002066596913,-0.023740569367530464,-0.6335707601574764,0.710751830083762,-0.0814725164205746,0.15354848284976164,-1.0329436361404918,0.19018806696086385,-0.2994716894350629,0.744403656571218,0.005682155426905399,-0.0419617221586243,-0.5890449387634437,0.9286651895948944,0.0846801623731674,0.13979832478239096,-0.035766874179833964,0.0017854196613166337,7.550387196096506e-05,0.0018238409042620708,0.00011006609463051787,0.002616709695371889,0.0001446431249912246,0.004788015846840611,0.00036835174591155366,0.005483398479359268,0.0003801850612868049,0.005050694402352209,0.00039643309439577594,0.004260137380092046,0.001406400782319394,0.027171436443577862,0.0005423168441023343,0.016393966304701683,0.0012320832475035423,0.023075210892479114,0.00019970328370786254,0.033704879745640515,0.0026195432216470573,0.005824213302115922,0.00015645775757663387,0.010313428921518606,0.003113314260219363,CSn
0.10953058321479374,0.09463148316651501,0.10117563851230231,0.0055480363424504735,2.9545045555455416,2.0099655868115645,0.20456355413013447,0.1315333708400389,0.19977483957678438,0.09746974660607681,1.0379269175658659,0.7585040576998651,0.010670485781865146,0.0,0.1709090909090909,0.13636363636363635,-25.994317811393653,-28.35912054394932,-2.4868561725126286,-3.968087479911974,0.8208890844483283,-0.15202784291718094,0.7237333510708278,0.1192177516435379,0.009492609284464736,-0.41637076927020256,-0.15648927754902361,-0.6426093722381387,0.9065074753965847,0.31877079191048185,0.1454434526233201,-0.7298418638348001,0.3301774953624952,-0.587913284862069,0.837300082735875,-0.09029789621908357,-0.07653680111239837,-0.7467697895479466,0.4659924068363535,-0.050170365379813606,0.1771344775524968,-0.21056660466724694,0.0014845239821389162,5.441492090910398e-05,0.007445591504247262,0.00011766115087290485,0.001993290225781646,0.00010317309680353053,0.001954599038344417,0.00027782650132127226,0.014630875485624858,0.00027613080678788777,0.00640004608887091,0.0004725016832292744,0.005371866457925914,0.0006706412287538693,0.017112132116118197,0.00426078060375381,0.01424791122619948,0.0020634004232604,0.019489865367276406,0.0034846345500049417,0.0501094639045118,0.0008135010373488506,0.004453490761187035,0.00024490986343933855,0.013399996788361969,0.003997297078802673,CSn
